exporter,importer,trade_weight
CYM,AGO,1.7948869145102363e-06
CYM,AND,5.184056670304769e-10
CYM,ANT,9.242567605878039e-08
CYM,ARE,3.696843248892624e-08
CYM,ARM,6.826116080581232e-08
CYM,ATG,1.5730244249530765e-07
CYM,AUS,6.7583157773680995e-06
CYM,AUT,4.827433475208223e-08
CYM,AZE,1.3290029311175915e-07
CYM,BDI,5.5919700345813057e-08
CYM,BEL,1.2499017785280869e-05
CYM,BEN,2.5893795470726667e-08
CYM,BFA,3.538024077908729e-09
CYM,BGD,1.0997110639946948e-06
CYM,BGR,3.816643474044042e-08
CYM,BHR,5.392175733711165e-09
CYM,BHS,5.073435475630878e-06
CYM,BIH,1.0780858560064463e-08
CYM,BLR,7.461636020564944e-08
CYM,BLZ,2.624750327894327e-07
CYM,BMU,5.617597919248704e-07
CYM,BOL,1.0699422071850426e-08
CYM,BRA,5.1141783928430976e-05
CYM,BRB,1.2635466927364683e-06
CYM,BRN,6.28141173190213e-10
CYM,BWA,1.8413786110624636e-07
CYM,CAN,6.34596421099804e-06
CYM,CHE,2.1083467813897512e-05
CYM,CHL,4.886663988654457e-07
CYM,CHN,2.883677561316509e-07
CYM,CIV,0.00035639120838855105
CYM,CMR,2.2448478975608062e-08
CYM,COD,3.7355479889962543e-07
CYM,COG,1.2830224927090055e-08
CYM,COL,1.8751863011406882e-06
CYM,COM,1.0674615961262596e-08
CYM,CPV,5.816234091997409e-08
CYM,CRI,5.542919366989603e-06
CYM,CUB,1.0485492492370748e-06
CYM,CYP,0.00040893157392870954
CYM,CZE,3.5682663278971593e-07
CYM,DEU,0.00021706785014236944
CYM,DMA,1.2013616175389634e-07
CYM,DNK,1.353245468495629e-06
CYM,DOM,3.0182221211619445e-06
CYM,ECU,8.430638379785124e-07
CYM,ESP,0.0007155974246335847
CYM,EST,5.478520819420006e-07
CYM,ETH,4.6667586782894465e-07
CYM,FIN,2.6963716655784096e-08
CYM,FJI,2.9418305323738875e-08
CYM,FRA,0.00017677711665002358
CYM,FSM,7.590669839876912e-09
CYM,GBR,4.409144969014708e-05
CYM,GEO,5.962800365741793e-08
CYM,GHA,4.848811996141797e-07
CYM,GIN,5.653128659350504e-07
CYM,GMB,8.922631845677845e-09
CYM,GRC,1.4667553120736073e-05
CYM,GRD,1.1574437552236501e-05
CYM,GTM,1.8348744068220785e-05
CYM,GUY,1.4298830762400235e-07
CYM,HND,1.1769430348579408e-07
CYM,HRV,1.235882337715544e-05
CYM,HUN,1.6237921211902215e-06
CYM,IDN,2.5334700634808753e-06
CYM,IND,3.3614044023463376e-05
CYM,IRL,5.60386536344902e-07
CYM,ISL,4.0044870863756005e-05
CYM,ISR,8.379030257750297e-07
CYM,ITA,0.00011865234185165815
CYM,JAM,3.2313855629107146e-06
CYM,JPN,9.926895628611818e-06
CYM,KAZ,3.808609820197716e-07
CYM,KEN,6.835916596476189e-07
CYM,KGZ,2.2894988966189056e-08
CYM,KHM,1.0935710786263347e-09
CYM,KNA,2.311121020489812e-07
CYM,KOR,3.505958262213808e-07
CYM,KWT,5.908311010959027e-09
CYM,LBN,7.477944987170065e-08
CYM,LCA,3.106946431211233e-07
CYM,LKA,4.7058558223414367e-07
CYM,LTU,1.5011268565121084e-05
CYM,LUX,1.693206246768156e-08
CYM,LVA,8.42566874881651e-09
CYM,MAR,5.940853264509845e-10
CYM,MDA,3.102866036240811e-10
CYM,MDG,5.438664667355192e-08
CYM,MDV,1.7292802177585984e-09
CYM,MEX,3.392784300416967e-06
CYM,MKD,2.0128755515008092e-07
CYM,MLI,8.846952186257337e-09
CYM,MLT,0.00028222092616876003
CYM,MMR,7.942687469033116e-07
CYM,MNE,3.590621441205982e-08
CYM,MOZ,1.262860170111725e-07
CYM,MRT,3.6401916181264146e-09
CYM,MSR,1.1360462874760945e-08
CYM,MUS,4.712921682850794e-08
CYM,MWI,9.621911898723331e-08
CYM,MYS,1.8284580960972593e-06
CYM,MYT,6.961267339029688e-08
CYM,NAM,5.75381639194202e-09
CYM,NER,7.3352509893326985e-09
CYM,NGA,3.0516569216960534e-06
CYM,NIC,9.36937833519453e-09
CYM,NLD,0.0006286513827501282
CYM,NOR,5.9617075278098664e-05
CYM,NPL,2.5314846076159783e-09
CYM,NZL,2.454589684224497e-06
CYM,OMN,1.4182620440934523e-07
CYM,PAK,8.160298023058502e-07
CYM,PER,5.915336606008564e-07
CYM,PHL,4.5825765285207434e-05
CYM,PLW,1.1705120657038506e-09
CYM,PNG,1.5529466113088156e-08
CYM,POL,2.4373740271397365e-05
CYM,PRT,3.145800053025808e-07
CYM,PRY,8.162969026271577e-05
CYM,PYF,1.3686666406198795e-08
CYM,ROU,2.932046233548808e-08
CYM,RUS,9.766935148300644e-07
CYM,RWA,2.786752098841351e-07
CYM,SAU,1.2920977452011812e-07
CYM,SCG,7.564181959079733e-09
CYM,SDN,5.941910553869397e-07
CYM,SGP,2.8612984262544745e-05
CYM,SLV,8.225784353113727e-08
CYM,SRB,9.17994268770757e-09
CYM,STP,3.4396405206620697e-09
CYM,SUR,4.909453026097457e-07
CYM,SVK,1.5468111532057958e-08
CYM,SVN,1.4862728313593483e-07
CYM,SWE,2.9015882626867102e-06
CYM,SWZ,1.2361011038682907e-10
CYM,SYC,0.00019672064718243552
CYM,TGO,1.230929660474556e-08
CYM,THA,4.285921363363167e-05
CYM,TON,1.0071953606743953e-07
CYM,TTO,4.708903111127791e-06
CYM,TUN,7.188924367843145e-08
CYM,TUR,1.5010940619930266e-06
CYM,TWN,5.4100349383924145e-06
CYM,TZA,1.0058961931876766e-07
CYM,UGA,1.8830903932623856e-07
CYM,UKR,1.982282724891314e-07
CYM,URY,6.674693695357367e-08
CYM,USA,5.55087172631911e-05
CYM,VCT,5.420815754823114e-08
CYM,VEN,2.313409885012815e-06
CYM,VNM,5.4203664068453046e-08
CYM,VUT,4.087723284109586e-07
CYM,WSM,1.3238264424132289e-08
CYM,YEM,5.524444858463358e-06
CYM,ZAF,5.251706875526719e-06
CYM,ZMB,3.6591115329815413e-09
CYM,ZWE,1.8000154727636327e-06
CYP,ABW,3.190816611867358e-07
CYP,AFG,1.0836824800166646e-06
CYP,AGO,1.8434989869424052e-05
CYP,AIA,3.565647153597215e-08
CYP,ALB,1.4618785526603795e-05
CYP,AND,3.485836978028335e-07
CYP,ANT,7.577558338882308e-07
CYP,ARE,0.00018366880809597743
CYP,ARG,9.306193463224004e-06
CYP,ARM,1.466807599150301e-05
CYP,ASM,5.443921700839938e-08
CYP,ATG,9.193440813049211e-06
CYP,AUS,4.456410110004442e-05
CYP,AUT,9.97772013534342e-05
CYP,AZE,2.2606070817120993e-05
CYP,BDI,8.944746758328506e-07
CYP,BEL,0.0002515689292481685
CYP,BEN,1.482323614465255e-06
CYP,BES,4.451685686177662e-07
CYP,BFA,1.1784557745163575e-07
CYP,BGD,6.36574687397056e-06
CYP,BGR,0.00022040257080496002
CYP,BHR,2.0302139658091274e-05
CYP,BHS,2.818213798214963e-06
CYP,BIH,6.36153514956449e-06
CYP,BLR,3.338781451483901e-05
CYP,BLZ,1.915640338486281e-05
CYP,BMU,2.5981515075964077e-08
CYP,BOL,1.6411315776519678e-07
CYP,BRA,3.1533124625298773e-05
CYP,BRB,8.19598178972497e-06
CYP,BRN,5.810099624937548e-07
CYP,BTN,4.880892468627902e-06
CYP,BWA,9.616634683996074e-06
CYP,CAF,3.483247140420166e-07
CYP,CAN,1.5352048168478197e-05
CYP,CHE,6.330146935140175e-05
CYP,CHL,2.491590075152458e-06
CYP,CHN,0.000153536071391904
CYP,CIV,7.93115716838934e-07
CYP,CMR,3.404983171989767e-06
CYP,COD,2.132875563902198e-06
CYP,COG,3.3392110670225115e-05
CYP,COK,7.507422214514352e-09
CYP,COL,1.922783722619068e-06
CYP,COM,2.0574574928696876e-07
CYP,CPV,1.5884630754748599e-07
CYP,CRI,8.426011325408155e-07
CYP,CUB,3.1653087826596763e-06
CYP,CUW,2.061434080573938e-06
CYP,CYM,0.00036695312674178416
CYP,CZE,9.923401407920783e-05
CYP,DEU,0.000593337272068317
CYP,DJI,2.1885234623964128e-06
CYP,DMA,2.2768259936504898e-07
CYP,DNK,8.860753219764851e-05
CYP,DOM,8.069718793588749e-07
CYP,DZA,4.464721341017594e-05
CYP,ECU,1.730061080484499e-06
CYP,EGY,0.0002886068457838943
CYP,ERI,9.791782462258606e-07
CYP,ESP,0.00011939089873978694
CYP,EST,1.3564291034681966e-05
CYP,ETH,2.3394539802871507e-05
CYP,FIN,2.2937732837829758e-05
CYP,FJI,5.316509834228734e-07
CYP,FLK,1.5285872209328398e-08
CYP,FRA,0.00022380728077337929
CYP,FSM,2.1764524053595223e-08
CYP,GAB,5.519605473285413e-07
CYP,GBR,0.0011288332865327625
CYP,GEO,1.3878436544139899e-05
CYP,GHA,1.4210714294557709e-05
CYP,GIB,7.862326366787067e-06
CYP,GIN,4.3264388770230995e-06
CYP,GMB,2.110606258165478e-06
CYP,GNB,2.1423805494615703e-07
CYP,GNQ,2.37302653672132e-07
CYP,GRC,0.0014626373741395524
CYP,GRD,2.5994317800956954e-07
CYP,GRL,1.989387821517909e-06
CYP,GTM,3.340046088864681e-07
CYP,GUM,3.1449943799848936e-08
CYP,GUY,6.416866805794926e-07
CYP,HKG,0.0001176201948063666
CYP,HND,6.608970325797455e-07
CYP,HRV,3.8736876454734225e-05
CYP,HTI,4.6580376295365893e-07
CYP,HUN,0.00010445377671554585
CYP,IDN,3.5425395804677134e-05
CYP,IND,0.00016805450871730252
CYP,IOT,2.1668032487834074e-08
CYP,IRL,9.169217714500928e-05
CYP,IRN,0.000173886333020953
CYP,IRQ,3.2138849786087265e-05
CYP,ISL,5.3290670711576794e-06
CYP,ISR,0.000621671605932263
CYP,ITA,0.00028361646335176173
CYP,JAM,4.83176482851593e-07
CYP,JOR,8.071060463649643e-05
CYP,JPN,6.111537944413367e-05
CYP,KAZ,1.2614837336927378e-05
CYP,KEN,1.3880458553280294e-05
CYP,KGZ,2.0558074870951714e-06
CYP,KHM,2.8155510472380825e-06
CYP,KIR,6.908228511052483e-08
CYP,KNA,7.565544020950076e-06
CYP,KOR,0.0005294783368099868
CYP,KWT,4.306331608855392e-05
CYP,LAO,1.639461075303026e-07
CYP,LBN,0.00022440017081528938
CYP,LBR,0.00012889243979773631
CYP,LBY,0.00024043516978805918
CYP,LCA,1.0553648000388868e-07
CYP,LKA,3.1584030850926625e-05
CYP,LSO,8.046477617186711e-07
CYP,LTU,0.00010795339033911228
CYP,LUX,1.871518228448034e-05
CYP,LVA,5.623092189594961e-05
CYP,MAC,7.76821038553513e-06
CYP,MAR,1.2163072453514861e-05
CYP,MDA,3.0656986959841678e-06
CYP,MDG,5.022954352109958e-07
CYP,MDV,2.6063581066644317e-06
CYP,MEX,2.2433419177461334e-05
CYP,MHL,0.0005587231224997265
CYP,MKD,1.2360334361621473e-05
CYP,MLI,4.3062908704947256e-07
CYP,MLT,7.669800885301221e-05
CYP,MMR,4.306246333015157e-06
CYP,MNE,6.285198742059532e-06
CYP,MNG,2.3842767910920496e-06
CYP,MNP,1.9033434344257657e-09
CYP,MOZ,3.724683858554526e-06
CYP,MRT,3.789333687467408e-06
CYP,MSR,5.420934004290958e-09
CYP,MUS,6.575099818544148e-06
CYP,MWI,1.553116587823874e-06
CYP,MYS,7.813420521052961e-05
CYP,MYT,3.05673549984104e-07
CYP,NAM,2.1191077110837207e-05
CYP,NCL,3.054569800253957e-07
CYP,NER,1.228803391086837e-06
CYP,NGA,0.00010369172583394652
CYP,NIC,1.0790206683177494e-07
CYP,NLD,0.0003537147209480481
CYP,NOR,0.00015460757988213807
CYP,NPL,7.95923924121221e-07
CYP,NZL,5.032400233120869e-06
CYP,OMN,4.032613568022619e-05
CYP,PAK,2.072771635215792e-05
CYP,PAN,1.6487090792311054e-05
CYP,PCN,1.4485086813085152e-08
CYP,PER,9.372686671506095e-07
CYP,PHL,1.2362076356022014e-05
CYP,PNG,7.639435920416e-07
CYP,POL,0.0003070960437824867
CYP,PRK,9.766409595110225e-07
CYP,PRT,2.1783038325475854e-05
CYP,PRY,3.9238976333705275e-07
CYP,PSE,2.284887356572117e-06
CYP,PYF,4.0959947268857956e-07
CYP,QAT,2.788065735558192e-05
CYP,ROU,0.0001747010555832751
CYP,RUS,0.0002721968851273563
CYP,RWA,1.859464548083421e-06
CYP,SAU,0.0001099187649091007
CYP,SCG,8.014329303291626e-05
CYP,SDN,4.7073505864305836e-05
CYP,SEN,2.5619479409225157e-06
CYP,SGP,0.00028218821184489027
CYP,SHN,1.0263107813163585e-08
CYP,SLB,1.588493347338628e-07
CYP,SLE,8.030983969645348e-07
CYP,SLV,7.054948456549744e-06
CYP,SMR,9.761816069115699e-08
CYP,SOM,2.0233208663200775e-06
CYP,SPM,5.335794387442888e-08
CYP,SRB,3.6809511690971115e-05
CYP,SSD,1.9891294816980537e-06
CYP,STP,6.030344461774596e-08
CYP,SUR,2.9908547346085004e-07
CYP,SVK,6.792558478447766e-05
CYP,SVN,4.754995639310609e-05
CYP,SWE,0.00012723420998670738
CYP,SWZ,1.9428028088476185e-06
CYP,SXM,4.373688337187402e-07
CYP,SYC,2.0880060414727316e-06
CYP,SYR,9.84433534105205e-05
CYP,TCA,1.7515262536452563e-05
CYP,TCD,2.5148003960328996e-07
CYP,TGO,2.313934654651206e-06
CYP,THA,2.6304047185119975e-05
CYP,TJK,1.8350311898498447e-07
CYP,TKM,7.61087408306985e-07
CYP,TLS,1.874440111165417e-07
CYP,TON,1.5950497284997583e-07
CYP,TTO,2.977407929477146e-06
CYP,TUN,1.9824048848352743e-05
CYP,TUR,0.0002013781160036519
CYP,TWN,5.0161348882714395e-05
CYP,TZA,9.531921518425045e-06
CYP,UGA,6.870762236141129e-06
CYP,UKR,0.00011139872091064755
CYP,URY,1.2717806324738329e-06
CYP,USA,0.00017351637406539107
CYP,UZB,5.54471845209612e-06
CYP,VCT,5.827447294868214e-07
CYP,VEN,5.067570689884043e-06
CYP,VGB,2.5484730593132266e-05
CYP,VNM,6.91305532945846e-05
CYP,VUT,1.7294900568142643e-07
CYP,WSM,6.560165144100999e-08
CYP,YEM,9.418681287237546e-06
CYP,ZAF,1.5543855086733777e-05
CYP,ZMB,3.2252367156187575e-06
CYP,ZWE,8.204146414101891e-06
CZE,ABW,6.205486113588505e-07
CZE,AFG,2.9764831650321758e-05
CZE,AGO,5.986097260999291e-05
CZE,AIA,3.195803022998551e-07
CZE,ALB,0.0001288134340893602
CZE,AND,9.295184948605379e-06
CZE,ANT,8.919907377938706e-07
CZE,ARE,0.0018392847722025424
CZE,ARG,0.00031752417533107764
CZE,ARM,9.691206813404967e-05
CZE,ASM,2.7726924998912297e-08
CZE,ATG,3.5223172581589997e-07
CZE,AUS,0.001069223655020825
CZE,AUT,0.019399663150212045
CZE,AZE,0.00028656001329266254
CZE,BDI,1.1635359777648512e-06
CZE,BEL,0.009969186699163213
CZE,BEN,1.3136423725443724e-05
CZE,BES,4.05397015600804e-08
CZE,BFA,1.3684912687757683e-05
CZE,BGD,9.417645891743781e-05
CZE,BGR,0.00194968662794404
CZE,BHR,5.9321817314674866e-05
CZE,BHS,5.103591937378422e-06
CZE,BIH,0.0005304618063451674
CZE,BLR,0.0008552490197841424
CZE,BLZ,6.182089746878655e-06
CZE,BMU,5.879798699272352e-07
CZE,BOL,1.9916850576639186e-05
CZE,BRA,0.0010020047245154068
CZE,BRB,3.358042238877007e-06
CZE,BRN,4.016969266855654e-06
CZE,BTN,1.8035130601607726e-07
CZE,BWA,6.16190201753857e-06
CZE,CAF,1.455616420321715e-06
CZE,CAN,0.0009078128052336915
CZE,CCK,9.917819367057518e-08
CZE,CHE,0.006174067672708218
CZE,CHL,0.0001908686067227234
CZE,CHN,0.004218019788115761
CZE,CIV,5.8003934248181455e-05
CZE,CMR,2.360363090843678e-05
CZE,COD,1.4847656236422018e-05
CZE,COG,1.1774499511814384e-05
CZE,COK,6.133917481381517e-08
CZE,COL,0.00013959919274436977
CZE,COM,2.490398518830582e-07
CZE,CPV,1.7946128910767511e-06
CZE,CRI,2.323393152149339e-05
CZE,CUB,8.765520730821508e-05
CZE,CUW,1.0998505983667513e-06
CZE,CXR,4.54002276863625e-08
CZE,CYM,5.417025990766993e-07
CZE,CYP,0.00021484117489870664
CZE,DEU,0.13256228282708588
CZE,DJI,1.4603527056737818e-06
CZE,DMA,3.223331836968383e-07
CZE,DNK,0.0036549800853201237
CZE,DOM,4.014738782326787e-05
CZE,DZA,0.0005206034719976641
CZE,ECU,5.709382848655023e-05
CZE,EGY,0.0008488684268629166
CZE,ERI,4.365388350730123e-07
CZE,ESP,0.010344498379409185
CZE,EST,0.0006570705061368177
CZE,ETH,5.452303443853098e-05
CZE,FIN,0.0023119169734103716
CZE,FJI,2.2023332722217647e-06
CZE,FLK,8.627165842023611e-08
CZE,FRA,0.021092873686251033
CZE,FSM,5.978693094220099e-10
CZE,GAB,9.399201040184069e-06
CZE,GBR,0.019934851754959442
CZE,GEO,0.00019697916590336284
CZE,GHA,4.972326930347421e-05
CZE,GIB,1.0437562199070382e-05
CZE,GIN,5.817698335741239e-06
CZE,GMB,1.3284669677695756e-06
CZE,GNB,1.569374142713694e-07
CZE,GNQ,8.94479400327531e-06
CZE,GRC,0.001196151821308334
CZE,GRD,4.810101399874044e-07
CZE,GRL,4.110541609580783e-06
CZE,GTM,2.2441129723881733e-05
CZE,GUM,6.651745415297668e-08
CZE,GUY,1.7648090933887874e-06
CZE,HKG,0.000955294917082517
CZE,HND,2.30354687285511e-05
CZE,HRV,0.001676014485613831
CZE,HTI,2.5576483272053055e-06
CZE,HUN,0.0112818519020752
CZE,IDN,0.00037722713878299573
CZE,IND,0.001704217701137926
CZE,IOT,3.457314874455901e-07
CZE,IRL,0.0016173721076555435
CZE,IRN,0.0002353010707745311
CZE,IRQ,0.00021178665815620057
CZE,ISL,0.00012763429080895253
CZE,ISR,0.0016275740676661293
CZE,ITA,0.017058034288629266
CZE,JAM,3.7477866512522073e-06
CZE,JOR,0.00015584952941548682
CZE,JPN,0.002213006990269094
CZE,KAZ,0.0006957776255260537
CZE,KEN,7.153865538577617e-05
CZE,KGZ,2.2681935115990574e-05
CZE,KHM,1.0359836193192334e-05
CZE,KIR,1.8930005476382963e-08
CZE,KNA,4.3125365923872426e-08
CZE,KOR,0.0011340325982547353
CZE,KWT,0.0001937168412480634
CZE,LAO,1.496349909109699e-05
CZE,LBN,0.0002123772033584631
CZE,LBR,2.532361388003557e-06
CZE,LBY,7.297815588569067e-05
CZE,LCA,1.4564209897009292e-07
CZE,LKA,3.7860257384656916e-05
CZE,LSO,6.397672243697528e-07
CZE,LTU,0.0014476830156188
CZE,LUX,0.0006681616061631463
CZE,LVA,0.0007019554625049242
CZE,MAC,1.0331674644113796e-05
CZE,MAR,0.0005937924974104633
CZE,MDA,0.00017955363941940641
CZE,MDG,1.1954008302521622e-05
CZE,MDV,1.4851532988671209e-05
CZE,MEX,0.001496571021689511
CZE,MHL,2.414398005038219e-06
CZE,MKD,0.00025136298597497043
CZE,MLI,7.53891441279071e-05
CZE,MLT,8.3631289753082e-05
CZE,MMR,1.0950016922215093e-05
CZE,MNE,0.00017064436812386902
CZE,MNG,4.1162976379810556e-05
CZE,MNP,2.4234375987464247e-06
CZE,MOZ,5.37370832015299e-06
CZE,MRT,2.2915805602508412e-05
CZE,MSR,2.570308272898699e-08
CZE,MUS,2.30731458469936e-05
CZE,MWI,3.0592431289038392e-06
CZE,MYS,0.00041957112091963226
CZE,MYT,9.716803380256733e-07
CZE,NAM,9.387681370730544e-06
CZE,NCL,1.1612628130613903e-05
CZE,NER,4.624330855226438e-06
CZE,NFK,8.835600237344261e-10
CZE,NGA,0.00019726081674285577
CZE,NIC,5.893943984414639e-06
CZE,NIU,2.7485969372168447e-07
CZE,NLD,0.01468267768326494
CZE,NOR,0.0019980973841573877
CZE,NPL,1.3963089042553468e-05
CZE,NRU,1.2924824501365687e-08
CZE,NZL,0.00017682979620143097
CZE,OMN,0.00011562895652357207
CZE,PAK,0.00017110062540231786
CZE,PAN,4.8966920007589505e-05
CZE,PCN,6.271699508943163e-08
CZE,PER,0.00011369359192158378
CZE,PHL,0.00036180895927483353
CZE,PLW,5.2779372878159084e-08
CZE,PNG,5.666366166978041e-06
CZE,POL,0.024304923960908754
CZE,PRK,2.2469308081871295e-06
CZE,PRT,0.0014214114398510699
CZE,PRY,1.2789790861721247e-05
CZE,PSE,3.238440109738863e-05
CZE,PYF,6.362332813174782e-06
CZE,QAT,0.00023731864636082712
CZE,ROU,0.005221801377645661
CZE,RUS,0.010162057498307515
CZE,RWA,5.400442091292869e-06
CZE,SAU,0.0011859101131423593
CZE,SCG,0.0004744718252427483
CZE,SDN,4.545848778017589e-05
CZE,SEN,4.070949069230213e-05
CZE,SGP,0.0007402058525512224
CZE,SHN,1.0801965908152455e-06
CZE,SLB,1.4669799238970777e-07
CZE,SLE,2.473193926606904e-06
CZE,SLV,0.00012475840002869998
CZE,SMR,9.07810734136334e-06
CZE,SOM,8.617786609566097e-07
CZE,SPM,2.9449793467747766e-08
CZE,SRB,0.001950527834552723
CZE,SSD,1.8883650108328334e-06
CZE,STP,9.078531944084089e-08
CZE,SUR,3.45676083628256e-06
CZE,SVK,0.034292073394638835
CZE,SVN,0.002205255922688652
CZE,SWE,0.006336294264765404
CZE,SWZ,2.6753458529062904e-06
CZE,SXM,1.1437985874457337e-06
CZE,SYC,1.2557363630455023e-05
CZE,SYR,0.00014614606763842724
CZE,TCA,3.5629487754248766e-06
CZE,TCD,3.538328373205983e-06
CZE,TGO,1.4269169906771212e-05
CZE,THA,0.0004544009826936713
CZE,TJK,1.573489429160428e-05
CZE,TKL,2.2514332892580474e-06
CZE,TKM,4.973982091798734e-05
CZE,TLS,3.6861367393606045e-07
CZE,TON,5.5771494346114565e-08
CZE,TTO,9.81405782401329e-06
CZE,TUN,0.0002948348070724583
CZE,TUR,0.004298452352646074
CZE,TUV,3.0221473728305547e-07
CZE,TWN,0.0005239695745743474
CZE,TZA,3.0554107122669526e-05
CZE,UGA,3.4139369535832625e-05
CZE,UKR,0.0033337873159145653
CZE,URY,3.190189813467553e-05
CZE,USA,0.009327718390319373
CZE,UZB,0.0001856604512397233
CZE,VCT,3.557358654231098e-07
CZE,VEN,4.606920454426078e-05
CZE,VGB,2.7889893945395654e-05
CZE,VNM,0.0002535677297011045
CZE,VUT,7.388915976396774e-07
CZE,WLF,2.1047774612500167e-08
CZE,WSM,3.877158926818803e-06
CZE,YEM,4.547805507145098e-05
CZE,ZAF,0.0012263339208270611
CZE,ZMB,1.0111333315710988e-05
CZE,ZWE,4.451895539566598e-06
DEU,ABW,5.607371238807607e-05
DEU,AFG,0.0005277739383992931
DEU,AGO,0.0008790699578657699
DEU,AIA,5.946289334446021e-06
DEU,ALB,0.0007969627402094599
DEU,AND,0.00022644616995364485
DEU,ANT,0.00015936103593986521
DEU,ARE,0.02875513057517465
DEU,ARG,0.008439782519636833
DEU,ARM,0.0005103864337230948
DEU,ASM,4.8465100641582725e-06
DEU,ATG,0.00027654786222579053
DEU,AUS,0.028854934795377377
DEU,AUT,0.19984741884895035
DEU,AZE,0.0019476380010565503
DEU,BDI,5.229761402668776e-05
DEU,BEL,0.17461778678274384
DEU,BEN,0.00026704267515249304
DEU,BES,4.38051748045436e-06
DEU,BFA,0.00019226932718037222
DEU,BGD,0.0017785444805434095
DEU,BGR,0.009828115731237121
DEU,BHR,0.001479415896471794
DEU,BHS,0.0006159525473483354
DEU,BIH,0.0029428269374944965
DEU,BLR,0.0061936586972254045
DEU,BLZ,6.696630589925914e-05
DEU,BMU,0.0005695223461365
DEU,BOL,0.00041200190747407554
DEU,BRA,0.03438963304317475
DEU,BRB,0.00010135212745686918
DEU,BRN,0.0002848297558676083
DEU,BTN,4.0804888989703294e-05
DEU,BWA,0.00020183567967879684
DEU,CAF,2.7250335808158277e-05
DEU,CAN,0.03122969070010486
DEU,CCK,3.954267407698106e-06
DEU,CHE,0.1725453607237082
DEU,CHL,0.007219722419266399
DEU,CHN,0.19592260686483257
DEU,CIV,0.0006698955956440319
DEU,CMR,0.0005147223938580694
DEU,COD,0.0003533688895760654
DEU,COG,0.00023397287791848795
DEU,COK,8.068279913498892e-06
DEU,COL,0.005018241393600221
DEU,COM,7.457774541622673e-06
DEU,CPV,5.653197633792098e-05
DEU,CRI,0.0008112563406833269
DEU,CUB,0.0007658393516173553
DEU,CUW,0.00010497112763516297
DEU,CXR,1.552027734110685e-06
DEU,CYM,0.0008326070871071964
DEU,CYP,0.0025867739139564996
DEU,CZE,0.1099758735995588
DEU,DJI,5.434251126920207e-05
DEU,DMA,7.923945199565201e-06
DEU,DNK,0.06031435846119734
DEU,DOM,0.0007822968095849422
DEU,DZA,0.006610117582664241
DEU,ECU,0.001460922427649288
DEU,EGY,0.01057829828162771
DEU,ERI,6.177889601460476e-05
DEU,ESP,0.1472297049345255
DEU,EST,0.005128859441740913
DEU,ETH,0.0007651141812501034
DEU,FIN,0.03409532375306528
DEU,FJI,4.6254371934636086e-05
DEU,FLK,2.661724003902513e-06
DEU,FRA,0.36704263558754546
DEU,FSM,9.042142136648334e-07
DEU,GAB,0.00022042020128977793
DEU,GBR,0.2713035382772691
DEU,GEO,0.0011078059742370297
DEU,GHA,0.0010369392423723708
DEU,GIB,0.0006132879667400085
DEU,GIN,0.00021254023157263086
DEU,GMB,8.254749815140529e-05
DEU,GNB,8.873524979632382e-06
DEU,GNQ,6.386601387959454e-05
DEU,GRC,0.023224566252336664
DEU,GRD,1.5840732162864456e-05
DEU,GRL,5.9120442582863766e-05
DEU,GTM,0.0008832723326553559
DEU,GUM,2.0450273358488473e-05
DEU,GUY,4.9521286498212946e-05
DEU,HKG,0.021979999182167684
DEU,HND,0.00042613981808763005
DEU,HRV,0.010512368207659039
DEU,HTI,8.337466880682755e-05
DEU,HUN,0.0673465498325422
DEU,IDN,0.009746762610227486
DEU,IND,0.03167218824944023
DEU,IOT,5.544334131043061e-06
DEU,IRL,0.02189544546316643
DEU,IRN,0.011918584249425462
DEU,IRQ,0.0024551285518551224
DEU,ISL,0.0018360970689842923
DEU,ISR,0.013970504874620593
DEU,ITA,0.23603053764269488
DEU,JAM,0.0002548086239572822
DEU,JOR,0.0029179447449173557
DEU,JPN,0.06512058816270108
DEU,KAZ,0.005440038072429025
DEU,KEN,0.0011010717108618057
DEU,KGZ,0.0002561253412038488
DEU,KHM,0.0002687730507576421
DEU,KIR,1.2264662255212533e-06
DEU,KNA,5.540210021307745e-05
DEU,KOR,0.04548314943526296
DEU,KWT,0.0046591626455137055
DEU,LAO,0.00012313020725105981
DEU,LBN,0.0029614750801841934
DEU,LBR,0.0008472992290790358
DEU,LBY,0.002356487887041998
DEU,LCA,2.4201038559323046e-05
DEU,LKA,0.0010796282265832823
DEU,LSO,2.9607669345833882e-05
DEU,LTU,0.009108393189848346
DEU,LUX,0.01934774141035254
DEU,LVA,0.00498785580525101
DEU,MAC,0.0005141589984498253
DEU,MAR,0.006112776624276403
DEU,MDA,0.0011883467366141836
DEU,MDG,0.00020225426592921386
DEU,MDV,0.00010304681677269645
DEU,MEX,0.0336156397240874
DEU,MHL,0.0009420697571968506
DEU,MKD,0.0023191062673976717
DEU,MLI,0.0002980006537401888
DEU,MLT,0.0017515155448220893
DEU,MMR,0.0003425881428821805
DEU,MNE,0.0005405593164683666
DEU,MNG,0.00038954726983914323
DEU,MNP,7.5525509035827136e-06
DEU,MOZ,0.00028046678626762354
DEU,MRT,0.00034685407693101213
DEU,MSR,2.0379280540375874e-06
DEU,MUS,0.00047578501065415133
DEU,MWI,0.0001275577700457972
DEU,MYS,0.016851618647668674
