exporter,importer,trade_weight
IRQ,TUN,9.990467259490241e-06
IRQ,TUR,0.003334331681033675
IRQ,TWN,0.004682122138776274
IRQ,TZA,2.490617591528904e-08
IRQ,UGA,4.613850378613717e-07
IRQ,UKR,2.9129584314777917e-05
IRQ,URY,1.2829089732198744e-07
IRQ,USA,0.0309795315822136
IRQ,UZB,4.027382630325958e-06
IRQ,VEN,2.6276994380891783e-06
IRQ,VNM,2.540848073477781e-06
IRQ,WSM,1.475753358699898e-10
IRQ,YEM,2.555462356280877e-06
IRQ,ZAF,0.00026227451736952206
IRQ,ZMB,4.867589561161347e-08
IRQ,ZWE,1.295541169704814e-09
ISL,ABW,6.999680499493128e-08
ISL,AFG,3.335675588533147e-08
ISL,AGO,5.6994563994781875e-06
ISL,ALB,7.672641230982878e-07
ISL,AND,2.841075904369133e-07
ISL,ANT,8.848591912211446e-08
ISL,ARE,2.8776304411968953e-05
ISL,ARG,4.348768765972395e-06
ISL,ARM,8.025029954700939e-07
ISL,ASM,1.4494546770512716e-08
ISL,ATG,6.555334259174658e-06
ISL,AUS,5.109478104521034e-05
ISL,AUT,8.02851332885157e-05
ISL,AZE,5.696144410167674e-06
ISL,BDI,4.690030664987613e-08
ISL,BEL,0.0002915915425727296
ISL,BEN,3.573112354528053e-06
ISL,BFA,2.9378986242870543e-06
ISL,BGD,6.880135892433593e-06
ISL,BGR,5.035019203414775e-06
ISL,BHR,1.646067470847773e-06
ISL,BHS,6.117359558182487e-06
ISL,BIH,2.2085070411047565e-06
ISL,BLR,6.196936697628469e-05
ISL,BLZ,5.782281674126056e-07
ISL,BMU,3.50506018054114e-06
ISL,BOL,1.9440023314494332e-07
ISL,BRA,3.261600117160014e-05
ISL,BRB,4.40486921686478e-07
ISL,BRN,8.834042126709131e-08
ISL,BWA,4.088740507767091e-07
ISL,CAF,6.987431479061568e-07
ISL,CAN,0.00024229451473345044
ISL,CCK,1.8671559439461928e-07
ISL,CHE,0.0002687866681014803
ISL,CHL,3.20085596465891e-05
ISL,CHN,0.00021057288736382631
ISL,CIV,2.045796805346021e-06
ISL,CMR,6.092516297773536e-06
ISL,COD,5.7287643299689724e-06
ISL,COG,0.0002650360959187063
ISL,COK,5.953627991020027e-07
ISL,COL,3.2295596891241756e-06
ISL,COM,1.990431802503915e-07
ISL,CPV,3.5425244949889354e-07
ISL,CRI,1.1618323970981041e-06
ISL,CUB,1.7185780327785468e-06
ISL,CUW,1.427469735989614e-07
ISL,CYM,1.3646348358718131e-05
ISL,CYP,7.139461353320454e-06
ISL,CZE,0.00010425266513452382
ISL,DEU,0.0022454553863603777
ISL,DJI,7.892162467076328e-07
ISL,DMA,5.063148094426951e-07
ISL,DNK,0.0005933816023369786
ISL,DOM,7.586381325843081e-07
ISL,DZA,7.744096200546097e-06
ISL,ECU,9.814954943309337e-07
ISL,EGY,1.3513255453596259e-05
ISL,ERI,5.469179787171532e-08
ISL,ESP,0.0010296177844550457
ISL,EST,1.5974843179167624e-05
ISL,ETH,2.7224678218775865e-06
ISL,FIN,6.208402731982914e-05
ISL,FJI,3.342274434392063e-07
ISL,FLK,8.607375611085149e-08
ISL,FRA,0.0008109598768181366
ISL,FSM,1.513971586707254e-08
ISL,GAB,6.893171549247776e-07
ISL,GBR,0.001916797893538402
ISL,GEO,5.896961365339933e-06
ISL,GHA,3.4315178572163114e-06
ISL,GIB,2.1471562117268483e-06
ISL,GIN,2.7671725096216088e-06
ISL,GMB,3.7212218294679516e-07
ISL,GNB,5.9022566382053866e-08
ISL,GNQ,1.5488409897852532e-07
ISL,GRC,5.895331828280955e-05
ISL,GRD,1.6108562662548358e-07
ISL,GRL,6.745301298958202e-05
ISL,GTM,2.2179237457857926e-07
ISL,GUM,7.79311292882677e-09
ISL,GUY,2.0103097530476149e-07
ISL,HKG,3.241498442980466e-05
ISL,HND,5.857091017463227e-07
ISL,HRV,8.619773358291841e-06
ISL,HTI,6.203209417167605e-08
ISL,HUN,6.49801212392419e-05
ISL,IDN,5.0105176929450465e-06
ISL,IND,1.765945060212621e-05
ISL,IRL,0.0001249773202444582
ISL,IRN,4.892667277637989e-06
ISL,IRQ,6.163124424227877e-07
ISL,ISR,2.8935202963707998e-05
ISL,ITA,0.0001873794901706372
ISL,JAM,4.5137961628537376e-07
ISL,JOR,8.598120756502681e-07
ISL,JPN,0.0004575159939971617
ISL,KAZ,7.36573277406096e-06
ISL,KEN,6.986393095637963e-06
ISL,KGZ,7.074901608977239e-07
ISL,KHM,5.104574107998382e-07
ISL,KIR,1.589272847830659e-10
ISL,KNA,2.8455054049614663e-07
ISL,KOR,6.62548362748301e-05
ISL,KWT,1.5787741870775496e-06
ISL,LAO,4.412190994581414e-06
ISL,LBN,5.563043061427386e-07
ISL,LBR,1.0086090386934038e-06
ISL,LBY,1.5751733068380664e-06
ISL,LCA,3.581855213989773e-08
ISL,LKA,1.1153668205394408e-06
ISL,LSO,4.5275734646615764e-07
ISL,LTU,0.00013464804452705892
ISL,LUX,4.108896612423726e-05
ISL,LVA,1.865660103944555e-05
ISL,MAC,3.440189198192868e-07
ISL,MAR,9.524896093654742e-06
ISL,MDA,1.1389290157982541e-05
ISL,MDG,2.295725268598502e-07
ISL,MDV,8.721134752470742e-08
ISL,MEX,1.7321716348264177e-05
ISL,MHL,2.245237963138736e-06
ISL,MKD,6.667595952365849e-07
ISL,MLI,6.188524310342385e-06
ISL,MLT,7.620857850582475e-06
ISL,MMR,1.927117617281492e-06
ISL,MNE,1.1014346997711883e-06
ISL,MNG,1.8052559181997804e-07
ISL,MNP,2.5835143734675776e-08
ISL,MOZ,1.7244401431593263e-06
ISL,MRT,6.342531886177787e-06
ISL,MSR,1.8116486977442217e-06
ISL,MUS,7.290735582997726e-07
ISL,MWI,2.8359920372479486e-07
ISL,MYS,6.287831259012474e-06
ISL,MYT,2.5304250923840915e-08
ISL,NAM,6.389510935711395e-06
ISL,NCL,6.477876127757766e-07
ISL,NER,5.9322834440288e-07
ISL,NFK,9.503567831304515e-08
ISL,NGA,0.00028571527709187676
ISL,NIC,7.69528120243005e-07
ISL,NLD,0.0034012455443237295
ISL,NOR,0.0007150190711406561
ISL,NPL,9.178676508790342e-07
ISL,NZL,1.625255967912622e-05
ISL,OMN,4.290306215908373e-07
ISL,PAK,2.9438573958238675e-06
ISL,PAN,2.1822046901393097e-06
ISL,PCN,1.0658344834487184e-07
ISL,PER,1.8493550460841644e-06
ISL,PHL,2.11157065667875e-06
ISL,PLW,3.6868102883294476e-08
ISL,PNG,9.623434951869171e-06
ISL,POL,0.0003244479124206573
ISL,PRT,0.0002999674084044464
ISL,PRY,5.338287364459092e-08
ISL,PSE,2.565031336646378e-07
ISL,PYF,4.428457328311725e-07
ISL,QAT,7.986425807436537e-07
ISL,ROU,8.02936685161848e-06
ISL,RUS,0.0003001794048962833
ISL,RWA,1.1553850294990144e-06
ISL,SAU,5.501324091846565e-06
ISL,SCG,2.638948883107995e-06
ISL,SDN,5.720707441893873e-07
ISL,SEN,5.05066279445427e-06
ISL,SGP,6.026089372923677e-06
ISL,SHN,9.599964797491386e-09
ISL,SLB,6.09221258335086e-10
ISL,SLE,2.1941046859193557e-08
ISL,SLV,6.00158438929815e-07
ISL,SMR,5.75132520051571e-07
ISL,SOM,1.1219509509090248e-08
ISL,SPM,6.725146801637705e-08
ISL,SRB,6.674890210206329e-06
ISL,STP,4.139298972004662e-08
ISL,SUR,3.602036456501909e-07
ISL,SVK,2.4682752059758468e-05
ISL,SVN,7.15319130849184e-06
ISL,SWE,0.00011629486112785635
ISL,SWZ,3.2930322026624536e-08
ISL,SYC,1.3593292121647114e-07
ISL,SYR,1.0681922832379644e-06
ISL,TCA,2.2867113624969172e-07
ISL,TCD,5.5885644499073825e-08
ISL,TGO,5.419706798866355e-06
ISL,THA,2.7741329570976606e-05
ISL,TJK,4.14800213283802e-08
ISL,TLS,3.382123979502484e-08
ISL,TON,7.73067720980485e-08
ISL,TTO,3.273509727244162e-07
ISL,TUN,1.468406583762426e-06
ISL,TUR,5.227052767114389e-05
ISL,TUV,4.855985346716869e-08
ISL,TWN,5.904041464139841e-05
ISL,TZA,1.0147957771370764e-06
ISL,UGA,1.5585425166856866e-06
ISL,UKR,7.693948877792547e-05
ISL,URY,4.007845768580597e-06
ISL,USA,0.0011036117268374284
ISL,UZB,2.4318826078526485e-07
ISL,VCT,1.4994039730274677e-06
ISL,VEN,2.5036660809809904e-06
ISL,VGB,2.1359157087270956e-06
ISL,VNM,3.5357338492439665e-05
ISL,VUT,5.046968372954478e-07
ISL,WLF,2.0771578542125883e-06
ISL,WSM,3.021258136832363e-08
ISL,YEM,3.1704706760011495e-07
ISL,ZAF,2.289729719580138e-05
ISL,ZMB,4.204432130315926e-07
ISL,ZWE,4.7157112960843054e-07
ISR,ABW,2.8345737465871723e-06
ISR,AFG,1.6617252149513494e-06
ISR,AGO,0.00014952720077748404
ISR,AIA,5.009955613807892e-07
ISR,ALB,5.335453041907037e-05
ISR,AND,2.238169798280775e-06
ISR,ANT,5.80079064843053e-06
ISR,ARE,5.061720843211883e-05
ISR,ARG,0.00047612309681842964
ISR,ARM,0.00012893116772464612
ISR,ASM,4.427222236269983e-07
ISR,ATG,1.287068983192007e-06
ISR,AUS,0.0020184086348896766
ISR,AUT,0.0005469074257940842
ISR,AZE,0.0003229648988095105
ISR,BDI,1.048225718693052e-06
ISR,BEL,0.008158951324608511
ISR,BEN,5.393548910859487e-05
ISR,BFA,2.3368368389183474e-05
ISR,BGD,2.0346768833887588e-06
ISR,BGR,0.0002641923368524473
ISR,BHR,7.346108655470184e-07
ISR,BHS,3.1070853286128237e-06
ISR,BIH,1.577291168471545e-05
ISR,BLR,0.00015944407302441528
ISR,BLZ,4.2911011745192444e-06
ISR,BMU,2.6038219505578387e-06
ISR,BOL,3.0192717072225154e-05
ISR,BRA,0.0028411265096924356
ISR,BRB,9.440469612544028e-06
ISR,BRN,2.772244637172437e-07
ISR,BTN,1.8335420812571293e-06
ISR,BWA,0.00023644941704641003
ISR,CAF,4.893330105321747e-06
ISR,CAN,0.002766622077584039
ISR,CCK,3.2920273449623693e-07
ISR,CHE,0.001967990588624252
ISR,CHL,0.0004032953451427449
ISR,CHN,0.007889813857673565
ISR,CIV,4.756833232256931e-05
ISR,CMR,3.933017244233745e-05
ISR,COD,3.831371908801994e-06
ISR,COG,2.5645137840955083e-05
ISR,COK,2.336864903458716e-07
ISR,COL,0.0005568212645624156
ISR,COM,3.258535942349652e-07
ISR,CPV,2.3464749588774634e-06
ISR,CRI,0.00029316871121583255
ISR,CUB,6.277432261163235e-05
ISR,CUW,6.135346205237579e-06
ISR,CXR,2.308191772495771e-07
ISR,CYM,2.7619747428680754e-06
ISR,CYP,0.0017181901219807103
ISR,CZE,0.0006356556855292997
ISR,DEU,0.0068273262889995984
ISR,DJI,3.884594010978183e-05
ISR,DMA,3.1703464626471016e-06
ISR,DNK,0.00037175331983270167
ISR,DOM,8.11837060376487e-05
ISR,DZA,5.876487714172703e-07
ISR,ECU,0.0001335348949061148
ISR,EGY,0.0004195562993610534
ISR,ERI,1.8927035049750712e-06
ISR,ESP,0.003274003104022701
ISR,EST,6.37380495652295e-05
ISR,ETH,9.931482164099136e-05
ISR,FIN,0.000398207157043245
ISR,FJI,8.361293713295388e-06
ISR,FLK,2.8055152486876774e-07
ISR,FRA,0.0048807787404142695
ISR,FSM,8.712734310275065e-08
ISR,GAB,1.2582281763756501e-05
ISR,GBR,0.008159408323951248
ISR,GEO,9.65978549669762e-05
ISR,GHA,0.0001562173764481663
ISR,GIB,9.89570539217655e-05
ISR,GIN,1.3375570194739914e-05
ISR,GMB,9.854401457673123e-07
ISR,GNB,5.980757467152069e-07
ISR,GNQ,3.374298324320106e-05
ISR,GRC,0.0011690652331251858
ISR,GRD,4.4599741855437793e-07
ISR,GRL,8.636636610831093e-07
ISR,GTM,0.00011515129530942022
ISR,GUM,4.135855547501029e-07
ISR,GUY,6.241754833569188e-06
ISR,HKG,0.009412507638799878
ISR,HND,6.722725935465609e-05
ISR,HRV,0.00010326774007768021
ISR,HTI,1.2364084894183033e-05
ISR,HUN,0.0005164666928555995
ISR,IDN,0.00014384418517192452
ISR,IND,0.005867066579350907
ISR,IOT,1.3870820244122032e-08
ISR,IRL,0.0006073817391900732
ISR,IRN,2.3271116873508979e-07
ISR,IRQ,8.084647832838707e-06
ISR,ISL,2.9224691586048774e-05
ISR,ITA,0.004172162573649485
ISR,JAM,3.6758415509398125e-05
ISR,JOR,0.0005502085012477677
ISR,JPN,0.0038472783330282655
ISR,KAZ,0.0002718817014443304
ISR,KEN,0.00026162606351627025
ISR,KGZ,7.45019507237239e-06
ISR,KHM,7.807866375712157e-06
ISR,KIR,4.6867381083764615e-08
ISR,KNA,2.4445703027544964e-07
ISR,KOR,0.0027125652745868304
ISR,KWT,2.239404638056986e-06
ISR,LAO,3.820907076856644e-06
ISR,LBN,7.113850145698003e-07
ISR,LBR,5.571739141625945e-06
ISR,LBY,5.267266455837617e-07
ISR,LCA,1.8716440630817434e-06
ISR,LKA,0.00023403030409813421
ISR,LSO,3.54512015891557e-06
ISR,LTU,8.206246221932174e-05
ISR,LUX,5.9042709039406305e-05
ISR,LVA,9.294055823222757e-05
ISR,MAC,8.964968409391546e-06
ISR,MAR,5.329966675269211e-05
ISR,MDA,6.335496699992747e-05
ISR,MDG,6.5757536908015415e-06
ISR,MDV,3.6137483567951038e-06
ISR,MEX,0.0015769951046490348
ISR,MHL,4.0674032955551805e-08
ISR,MKD,5.563812327506809e-05
ISR,MLI,7.668813023570874e-06
ISR,MLT,0.0003455394578273233
ISR,MMR,2.6100131672716432e-05
ISR,MNE,7.824425387912002e-06
ISR,MNG,8.350253413219806e-06
ISR,MNP,2.6484096814206627e-08
ISR,MOZ,1.7976339915476265e-05
ISR,MRT,4.7874574151116e-07
ISR,MSR,1.531486697884388e-07
ISR,MUS,3.515632570580733e-05
ISR,MWI,3.813061063845883e-06
ISR,MYS,0.0012355662527590025
ISR,MYT,6.16727807322761e-07
ISR,NAM,4.193978390846373e-05
ISR,NCL,4.718001420552437e-06
ISR,NER,1.4366881996239664e-05
ISR,NFK,1.2865163703189186e-07
ISR,NGA,0.0005292641315883699
ISR,NIC,2.8329543644223198e-05
ISR,NIU,9.834571741694961e-09
ISR,NLD,0.006738281685427133
ISR,NOR,0.0003585028631127182
ISR,NPL,2.0408297029953613e-05
ISR,NRU,6.526992226721676e-08
ISR,NZL,0.00029471537490181627
ISR,OMN,1.036121255061238e-06
ISR,PAK,2.8688527790496913e-06
ISR,PAN,6.251898087505728e-05
ISR,PCN,7.189189246651118e-08
ISR,PER,0.00021242311079122688
ISR,PHL,0.0006186701243031242
ISR,PLW,1.5331077291607253e-08
ISR,PNG,7.469197932134242e-06
ISR,POL,0.0010440471170035204
ISR,PRK,1.121821034160353e-06
ISR,PRT,0.00040289896051506587
ISR,PRY,3.885659274573766e-05
ISR,PSE,0.012131644918372073
ISR,PYF,3.6049370055819657e-06
ISR,QAT,2.13434535579412e-06
ISR,ROU,0.0006474851906510004
ISR,RUS,0.0023474507977334904
ISR,RWA,3.144875194611928e-05
ISR,SAU,4.019937553735634e-06
ISR,SCG,4.949356980678576e-05
ISR,SDN,3.0139386524387437e-06
ISR,SEN,5.21313626158253e-05
ISR,SGP,0.002031021376354116
ISR,SLB,6.199569225549478e-07
ISR,SLE,2.3897646700617363e-06
ISR,SLV,3.168495285530956e-05
ISR,SMR,1.8351939011175986e-07
ISR,SOM,8.661499180847382e-07
ISR,SPM,3.783604572728277e-08
ISR,SRB,0.0001219898378891721
ISR,SSD,9.396853204883314e-07
ISR,STP,4.014238334812273e-07
ISR,SUR,6.833357110394587e-07
ISR,SVK,0.0001444900527917408
ISR,SVN,0.00036722077814975847
ISR,SWE,0.0005698560401560641
ISR,SWZ,3.3853358602862235e-06
ISR,SXM,3.783604572728277e-08
ISR,SYC,2.6379997929080533e-06
ISR,SYR,2.6969073514343412e-05
ISR,TCA,5.234471936755397e-07
ISR,TCD,5.860390053142966e-06
ISR,TGO,0.00012417431137982119
ISR,THA,0.001759608839000977
ISR,TJK,1.8452792752506132e-06
ISR,TKM,1.9392373584611356e-05
ISR,TLS,3.1060445819364715e-07
ISR,TON,3.1594365816576397e-07
ISR,TTO,3.1372998574710486e-05
ISR,TUN,6.047089902589372e-06
ISR,TUR,0.0047035012437812145
ISR,TUV,7.357366267585578e-08
ISR,TWN,0.002392460032967908
ISR,TZA,6.31485319603025e-05
ISR,UGA,4.44661443760769e-05
ISR,UKR,0.0005740298165105111
ISR,URY,5.77315083240138e-05
ISR,USA,0.06309556616117852
ISR,UZB,7.784479468959737e-05
ISR,VCT,4.384812387126086e-07
ISR,VEN,0.00010821751658855077
ISR,VGB,5.453661673007357e-06
ISR,VNM,0.0011054252052170716
ISR,VUT,2.8321045901271553e-07
ISR,WLF,1.3495827531693416e-07
ISR,WSM,2.911650024765985e-07
ISR,YEM,4.2566024441064495e-08
ISR,ZAF,0.001161811682717618
ISR,ZMB,3.721504629219275e-05
ISR,ZWE,3.904959479717481e-05
ITA,ABW,5.756598389195973e-05
ITA,AFG,6.993889015860414e-05
ITA,AGO,0.0009404097812326436
ITA,AIA,1.794017219000108e-05
ITA,ALB,0.003993783230064328
ITA,AND,0.00016027726293722918
ITA,ANT,0.0007108214440388243
ITA,ARE,0.016344197331044287
ITA,ARG,0.004622793802403123
ITA,ARM,0.00041687720218317495
ITA,ASM,1.334054349226912e-06
ITA,ATG,4.2401685909273535e-05
ITA,AUS,0.013069637535923011
ITA,AUT,0.03404938998423408
ITA,AZE,0.0010328665573933848
ITA,BDI,6.156051630297413e-05
ITA,BEL,0.04219405169487046
ITA,BEN,0.00021691559825762522
ITA,BES,4.0225539076755994e-06
ITA,BFA,0.00017861737548802755
ITA,BGD,0.0012419030636665529
ITA,BGR,0.0064486491087194725
ITA,BHR,0.0008569444233709019
ITA,BHS,0.000882895855410728
ITA,BIH,0.002528811010533028
ITA,BLR,0.0015950046983960594
ITA,BLZ,3.960432776024236e-05
ITA,BMU,0.0006071568738829896
ITA,BOL,0.00028943085908392555
ITA,BRA,0.014919706430302528
ITA,BRB,5.890255039959912e-05
ITA,BRN,0.00014725537392462745
ITA,BTN,8.687772585489761e-06
ITA,BWA,6.972814127027839e-05
ITA,CAF,2.6831619021140148e-05
ITA,CAN,0.013239050743815711
ITA,CCK,4.022729592599254e-07
ITA,CHE,0.06373055024709563
ITA,CHL,0.0031740897431559428
ITA,CHN,0.03317428010985244
ITA,CIV,0.0006805718733792561
ITA,CMR,0.0004723295924380932
ITA,COD,0.00021446315242679278
ITA,COG,0.0007027451876216618
ITA,COK,1.5405527344586173e-05
ITA,COL,0.002141906636658039
ITA,COM,9.74513019028679e-06
ITA,CPV,0.00010027830407721274
ITA,CRI,0.0005227666604831949
ITA,CUB,0.0011046508460983828
ITA,CUW,4.858844566294032e-05
ITA,CXR,3.825589966004565e-07
ITA,CYM,0.0006878865676540597
ITA,CYP,0.0026836767275277176
ITA,CZE,0.016491424065515403
ITA,DEU,0.1981790642293594
ITA,DJI,9.537536268037113e-05
ITA,DMA,1.4080481558081203e-05
ITA,DNK,0.010906799967588622
ITA,DOM,0.000896435495764025
ITA,DZA,0.010660685620732198
ITA,ECU,0.000822331803344988
ITA,EGY,0.00999204270841266
ITA,ERI,0.00015167718536796752
ITA,ESP,0.08492964287273097
ITA,EST,0.0013486859197405945
ITA,ETH,0.001165781298963002
ITA,FIN,0.0066020561500760465
ITA,FJI,2.637795215652708e-05
ITA,FLK,5.607239465384625e-06
ITA,FRA,0.16936068653645114
ITA,FSM,4.144407349015546e-07
ITA,GAB,0.0002507153438185
ITA,GBR,0.08570632695819426
ITA,GEO,0.0005597783718773313
ITA,GHA,0.0009181529240628441
ITA,GIB,0.002631979564243634
ITA,GIN,0.0001870768841442884
ITA,GMB,3.6553043012191425e-05
ITA,GNB,2.1825018437993684e-05
ITA,GNQ,0.0002322388755927002
ITA,GRC,0.02249389649866971
ITA,GRD,1.307320814645139e-05
ITA,GRL,1.5436744151162744e-05
ITA,GTM,0.00046192418537219584
ITA,GUM,4.020682497643329e-05
ITA,GUY,4.777966020353512e-05
ITA,HKG,0.01735169811434014
ITA,HND,0.00019554799948719593
ITA,HRV,0.010958141691513879
ITA,HTI,6.0350881536426636e-05
ITA,HUN,0.014444170875849914
ITA,IDN,0.0037869080899104912
ITA,IND,0.011316188769034239
ITA,IOT,5.762617575953293e-07
ITA,IRL,0.0060719098965288315
ITA,IRN,0.006762165885794716
ITA,IRQ,0.001859509981386722
ITA,ISL,0.0004624895478461477
ITA,ISR,0.008948972987702107
ITA,JAM,0.00011219063271546441
ITA,JOR,0.0021016772708933613
ITA,JPN,0.022286561907454892
ITA,KAZ,0.002891215370932405
ITA,KEN,0.0007318992646365357
ITA,KGZ,7.549449263556955e-05
ITA,KHM,0.00016985902995517564
ITA,KIR,3.4781945771581043e-07
ITA,KNA,2.140418019876268e-05
ITA,KOR,0.01317489552935056
ITA,KWT,0.0031328944026724993
ITA,LAO,3.173894075666901e-05
ITA,LBN,0.004354599490045157
ITA,LBR,0.00044176949133503836
ITA,LBY,0.006784345103050557
ITA,LCA,3.086771318751511e-05
ITA,LKA,0.0007678871723651129
ITA,LSO,1.6182131460103246e-05
ITA,LTU,0.0029249752625251134
ITA,LUX,0.0022538490305412068
ITA,LVA,0.0014379145367399888
ITA,MAC,0.00041927658143682176
ITA,MAR,0.006027375603224883
ITA,MDA,0.0007890970701639606
ITA,MDG,0.00013680122855262594
ITA,MDV,8.456936546812067e-05
ITA,MEX,0.012253804509157324
ITA,MHL,0.0002562609064804874
ITA,MKD,0.0010462453550097186
ITA,MLI,0.00018340494112505212
ITA,MLT,0.005039693334172528
ITA,MMR,0.00022043324044101814
ITA,MNE,0.0007199172281703354
ITA,MNG,0.0001033085348953722
ITA,MNP,1.0779319375508141e-05
ITA,MOZ,0.00020939014067211501
ITA,MRT,0.00020390491346724136
ITA,MSR,3.1358066675188185e-06
ITA,MUS,0.00037375451540180567
ITA,MWI,5.6058447649411637e-05
ITA,MYS,0.004408120989318262
ITA,MYT,3.0059159868858245e-05
ITA,NAM,0.00018582915061548163
ITA,NCL,0.0001939142643853778
ITA,NER,0.00011080563092307726
ITA,NFK,2.2349288168660916e-07
ITA,NGA,0.0032416850497979637
ITA,NIC,9.403639031635875e-05
ITA,NIU,8.638691223489526e-08
ITA,NLD,0.036883431177585524
ITA,NOR,0.00655361645789628
ITA,NPL,5.855418285086987e-05
ITA,NRU,1.0525232722417558e-07
ITA,NZL,0.0018141832183675081
ITA,OMN,0.0016440391379479388
ITA,PAK,0.0021670240317783027
ITA,PAN,0.0019204684048498414
ITA,PCN,4.299901720358787e-07
ITA,PER,0.0015524618172489237
ITA,PHL,0.0017701228512216412
ITA,PLW,1.998375139556691e-06
ITA,PNG,0.0001428921270343706
ITA,POL,0.03574936831972713
ITA,PRK,5.1742845191461645e-05
ITA,PRT,0.015188195245060272
ITA,PRY,0.0002822827982509052
ITA,PSE,0.00014463623250820005
ITA,PYF,0.0001502505016409206
ITA,QAT,0.0038471889547450526
ITA,ROU,0.02237363960712281
ITA,RUS,0.028489116302589265
ITA,RWA,6.365549304651677e-05
ITA,SAU,0.013284503651810277
ITA,SCG,0.002641223593148056
ITA,SDN,0.0006716025374967193
ITA,SEN,0.0006706324784980943
ITA,SGP,0.008073350640938727
ITA,SHN,7.652694585443976e-06
ITA,SLB,1.825098234550903e-06
ITA,SLE,4.672178464714903e-05
ITA,SLV,0.0002704098221273962
ITA,SMR,0.00018688836303044578
ITA,SOM,4.9443526707673604e-05
ITA,SPM,2.6360135045669027e-06
ITA,SRB,0.006872912309644401
ITA,SSD,1.0900105128212983e-05
ITA,STP,2.6416796406677164e-06
ITA,SUR,6.459896487263144e-05
ITA,SVK,0.00821848306933944
ITA,SVN,0.01414084779683684
ITA,SWE,0.015280762947016855
ITA,SWZ,3.229046011633962e-05
ITA,SXM,5.428016647388526e-05
ITA,SYC,0.00012873758399934663
ITA,SYR,0.0022650445741322304
ITA,TCA,1.9719487711866907e-05
ITA,TCD,7.918865550553034e-05
ITA,TGO,0.0002449748380731707
ITA,THA,0.00478986818627302
ITA,TJK,7.046621240310753e-05
ITA,TKL,2.3102775437408e-06
ITA,TKM,0.0003150369636269413
ITA,TLS,2.7895823986094782e-05
ITA,TON,6.273730246470947e-07
ITA,TTO,0.0004404754678452235
ITA,TUN,0.011547635288279803
ITA,TUR,0.03204074156355033
ITA,TUV,3.3101010236257944e-07
ITA,TWN,0.005296564630859371
ITA,TZA,0.00039161176705393224
ITA,UGA,0.0002070428877515653
ITA,UKR,0.005597305556370615
ITA,URY,0.0006800405723523382
ITA,USA,0.12073895072961723
ITA,UZB,0.0004968026500298951
ITA,VCT,9.317438885448481e-05
ITA,VEN,0.0026313169624888866
ITA,VGB,0.0007055442040633902
ITA,VNM,0.0027562472460087033
ITA,VUT,3.1805136695248896e-06
ITA,WLF,5.222415662478648e-07
ITA,WSM,2.696825592175614e-06
ITA,YEM,0.0005037140490645993
ITA,ZAF,0.006626648639251975
ITA,ZMB,0.00011159831360090501
ITA,ZWE,0.00010726210538800662
JAM,ABW,5.037531965532735e-06
JAM,AFG,2.1827905768359897e-08
JAM,AGO,9.484628996534532e-07
JAM,AIA,9.066120479939127e-07
JAM,ALB,3.730628811133922e-08
JAM,AND,5.2112841477735566e-08
JAM,ANT,4.1101967373728036e-05
JAM,ARE,3.1951854317344054e-05
JAM,ARG,2.5268788949029653e-06
JAM,ARM,5.5403332208074676e-09
JAM,ATG,2.2708143455045762e-05
JAM,AUS,3.9983386438053e-06
JAM,AUT,3.085801786634675e-06
JAM,AZE,3.577938503311298e-05
JAM,BDI,4.5871063281757236e-08
JAM,BEL,8.229411614321471e-06
JAM,BEN,5.523338043444332e-08
JAM,BES,2.1423208789608733e-07
JAM,BFA,6.438230797601338e-08
JAM,BGD,1.4098043376221476e-06
JAM,BGR,2.813465757289133e-06
JAM,BHR,1.383677228068066e-07
JAM,BHS,1.569878642243306e-05
JAM,BIH,7.82748410748025e-09
JAM,BLR,2.626898560835377e-07
JAM,BLZ,1.928152115197201e-05
JAM,BMU,6.604660286932958e-06
JAM,BOL,5.353405674853868e-08
JAM,BRA,8.078639355211858e-06
JAM,BRB,4.5665375815209204e-05
JAM,BRN,7.353008680846722e-08
JAM,BTN,1.4514223481962047e-07
JAM,BWA,1.245620417891478e-08
JAM,CAF,1.7924916532895772e-07
JAM,CAN,0.0007367116648565179
JAM,CHE,1.226896282753876e-05
JAM,CHL,3.4944784748760407e-06
JAM,CHN,0.00019408820333604419
JAM,CIV,8.065292598060288e-08
JAM,CMR,1.3828926992448172e-05
JAM,COD,2.939783938155559e-07
JAM,COG,2.3562770198987987e-05
JAM,COL,6.9927094121449585e-06
JAM,COM,1.1263655977085546e-09
JAM,CPV,4.670275030464886e-07
JAM,CRI,2.24246487121842e-05
JAM,CUB,1.6872592678384598e-05
JAM,CUW,1.2602967739143865e-05
JAM,CYM,3.243456912794982e-05
JAM,CYP,1.229839419300944e-06
JAM,CZE,2.2690028771766876e-06
JAM,DEU,0.00035946114832400845
JAM,DJI,1.7478217343166229e-07
JAM,DMA,1.1393387804154833e-05
JAM,DNK,1.446122955724943e-06
JAM,DOM,2.529295014095845e-05
JAM,DZA,3.3467874000653696e-08
JAM,ECU,1.6450035003872399e-06
JAM,EGY,3.0365272843220868e-06
JAM,ERI,2.8429064061313674e-08
JAM,ESP,2.6403014989337365e-05
JAM,EST,2.9596898076136163e-06
JAM,ETH,6.805716808574101e-07
JAM,FIN,1.5124783362112963e-05
JAM,FJI,1.251712630474829e-07
JAM,FRA,0.00018639415598955476
